titulo,subtitulo,imagen_url,item1_nombre,item1_precio,item2_nombre,item2_precio,item3_nombre,item3_precio
"MIÉRCOLES DE POLLITO","¡PROMO DE LA SEMANA!","/banner.png","Pollo entero","50.00","Medio pollo","25.00","Cuarto de pollo","16.00"
